Ship pt,Product Hierarchy,Part Number,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Algorithm,RMSE,MAPE,Parameters
ZTRD,7 X X C,30025706,7.16,8.05,11.65,16.18,18.12,13.22,26.33,30.57,31.99,39.44,52.5,54.3,AR,3.77,nan,[]
ZTRD,7 X X E,30025709,1.27,0.3,4.22,3.19,0,0.24,1.54,1.78,2.66,0.72,0.92,4.36,AR,2.24,nan,[]
ZTRD,7 X X F,30025712,0.33,0,0.16,0.44,1.09,0,0,0.04,0.98,0.3,0.28,1.38,AR,0.84,nan,[]
ZTRD,7 Y A C,30025714,12.33,11.4,6.24,2.23,8.8,0,9.38,8.17,8.16,16.58,6.8,7.24,AR,4.62,76.3,[]
ZTRD,7 Y A E,30025716,0,0,0,0,0,0,0,0,0,0,0,0,AR,7.16,inf,[]
ZTRD,7 Y A F,30025718,0.03,0.03,0.03,0.03,0.03,0.03,1.03,0.03,0.03,0.03,0.03,0.03,AR,0.29,nan,[]
ZTRD,7 Y Y C,30025720,0,0,1.95,0,0,0,0,0,0,0.95,0.94,0,AR,1.94,nan,[]
ZTRD,7 Y Y E,30025724,2.08,0,0,0,0,-0.0,0,0,0.07,0.93,0,0,AR,1.17,nan,[]
ZTRD,8 A C C,30025727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.3,inf,[]
ZTRD,8 A C F,30025729,0,0,0,0.27,0,0.03,0.34,0.03,0.21,0.15,0.08,0.0,AR,0.81,nan,[]
ZTRD,8 A D B,30025731,0,0.11,0,0.95,0,0,0,0,0.01,-0.0,0,0.01,AR,0.4,nan,[]
ZTRD,8 A D C,30025820,2.85,0,0,1.68,0.24,1.44,6.45,0,0.04,1.15,2.08,0,AR,2.32,nan,[]
ZTRD,8 A D E,30025822,0,3.31,28.31,3.02,0,4.11,15.58,5.47,0,2.52,10.64,6.1,AR,7.14,inf,[]
ZTRD,8 A D F,30025824,13.8,0,0,0,2.49,0.19,14.06,9.08,0,0,5.72,0.41,AR,7.66,nan,[]
ZTRD,8 A G B,30025886,0,0.22,1.15,0.16,0.27,0,0.06,0.16,0.11,0.29,0.01,0,AR,1.16,nan,[]
ZTRD,8 A G C,30026039,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,8 A G E,30026128,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,8 A G F,30026129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,8 A K E,30026130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,8 A K F,30026131,4.08,0,0,0,4.28,1.1,5.92,7.21,5.71,1.58,3.78,6.41,AR,2.52,nan,[]
ZTRD,8 A L E,30026134,0.19,0.56,0.28,0,0,0,0,0.94,0.81,0.76,0,0,AR,0.5,nan,[]
ZTRD,8 A M E,30026137,0,0.31,0.07,0,0,0,0.21,0.92,0,0.14,1.12,0,AR,0.51,nan,[]
ZTRD,8 A N E,30026138,0.54,0.04,0.04,0.75,-0.0,0.0,0,0.03,0.01,1.25,0.06,0.07,AR,0.41,inf,[]
ZTRD,8 A X B,30026141,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,AR,0.3,inf,[]
ZTRD,8 A X C,30026142,0.01,0,0.02,0,0.01,0.04,1.02,0.01,0.03,0.01,0.03,0.01,AR,0.41,nan,[]
ZTRD,8 A X D,30026157,0.38,0.05,0,0.01,0.07,0.03,0.51,0.01,0.36,0.03,0.45,0.05,AR,0.42,inf,[]
ZTRD,8 A X E,30026158,0.09,0.06,0,0.06,0.03,0,0,0,0,0,0,0,AR,0.56,nan,[]
ZTRD,8 A X F,30026159,1.05,0.22,0.4,0,0.06,0.32,0,1.92,0.06,0.16,0,0.12,AR,0.78,nan,[]
ZTRD,8 B B E,30026160,10.25,4.2,0.91,10.98,0.52,2.5,8.91,5.72,6.38,5.39,9.46,0,AR,4.83,inf,[]
ZTRD,8 B X C,30026161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,8 B X E,30026162,0.09,0,0,0,0,0,0,0,0,0,0,0,AR,0.35,nan,[]
ZTRD,8 B X F,30026165,6.91,5.9,1.46,8.62,1.29,5.46,4.92,5.61,2.95,1.19,4.84,1.79,AR,3.05,100.74,[]
ZTRD,8 C B C,30026166,0.35,0,0.53,0,0.06,0.28,1.06,0.58,0.41,0.88,1.03,0.37,AR,0.57,nan,[]
ZTRD,8 C C A,30026310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,8 C C E,30026358,3.55,3.85,0.83,6.06,3.11,2.53,4.34,9.15,13.3,6.11,1.42,5.68,AR,4.73,nan,[]
ZTRD,8 C D C,30026360,1.25,1.92,0.22,7.47,4.24,3.66,7.0,9.96,19.52,9.07,2.86,3.85,AR,5.11,nan,[]
ZTRD,8 C X E,30026377,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.64,nan,[]
ZTRD,8 D A A,30026470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,8 D A E,30026473,0,0,0,1.09,0.97,-0.0,0.07,0,0.12,0,0.06,0,AR,0.5,nan,[]
ZTRD,8 X A A,30026488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,8 X A C,30026497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,8 X A E,30026530,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.05,nan,[]
ZTRD,8 X B A,30026590,0.65,0,0.39,0.12,0,0,0,0,0.13,0,0,0,AR,1.0,nan,[]
ZTRD,8 X B C,30026605,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,AR,0.12,nan,[]
ZTRD,8 X B E,30026780,0,0,0,0,0.52,-0.0,0.85,0,0,0.26,0,0.64,AR,0.73,nan,[]
ZTRD,8 X B F,30026801,0.79,1.96,0.19,2.23,1.53,0,3.26,0.67,0.72,0,0.61,0.14,AR,1.34,nan,[]
ZTRD,8 X C C,30026919,0,0,0,0,0,0,0,0,0.79,0,0,0,AR,2.61,nan,[]
ZTRD,8 X C E,30026922,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,8 X D A,30026925,0,0.14,0,0,0.0,0,0.96,0,0,0,0,0.96,AR,0.48,nan,[]
ZTRD,8 X D C,30026953,0.53,0,0,0,0.38,0.94,0.34,1.2,0,1.12,0.34,0.24,AR,1.18,nan,[]
ZTRD,8 X X C,30026954,0.02,0,0,0,0,0.0,0.07,0.03,0,0,0,0,AR,0.33,nan,[]
ZTRD,8 X X E,30026955,0.48,0,0,1.34,1.06,1.0,0,0.51,0.65,2.99,0.8,0.18,AR,1.8,nan,[]
ZTRD,8 X X F,30027021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.01,nan,[]
ZTRD,8 X X G,30027046,0,0,0.9,1.11,0.88,0.03,0.02,0,0,1.99,0.97,0.01,AR,0.64,inf,[]
ZTRD,8 Y Y C,30027047,2.14,3.09,5.93,0,2.45,0.39,0,0,0,0.11,2.65,0.2,AR,2.46,inf,[]
ZTRD,8 Z Z A,30027292,1.0,0.37,0.2,0.59,0.21,0.2,1.13,0.8,1.4,0.1,0.99,1.11,AR,0.79,inf,[]
ZTRD,8 Z Z B,30027294,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,8 Z Z C,30027295,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,8 Z Z E,30027297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,9 B X C,30027313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,9 E A C,30027324,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,9 X X C,30027365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,9 Y Y C,30027426,3.73,0.35,0.07,2.82,0.34,0,0,0,0.58,1.61,1.12,1.89,AR,3.18,inf,[]
ZTRD,10 A A C,30027427,0.88,0.52,0.31,8.11,0,0,0,0.53,0,0.04,0,0,AR,2.77,inf,[]
ZTRD,10 A D C,30027560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.3,inf,[]
ZTRD,10 A D E,30028248,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,10 A E C,30028251,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,10 A E E,30028252,0.03,0.03,0.03,0.03,0.03,0.03,1.03,0.03,0.03,0.03,0.03,0.03,AR,0.29,nan,[]
ZTRD,10 A E F,30028484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,10 A X C,30028575,0.07,0,0,0,0.12,0,0,0.01,0,0,0,0,AR,1.04,nan,[]
ZTRD,10 A X E,30028639,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.23,nan,[]
ZTRD,10 S W E,30028642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,10 X X E,30028715,7.72,0.34,14.44,9.26,4.16,0.13,8.09,6.62,6.84,2.91,6.34,9.13,AR,12.93,209.27,[]
ZTRD,10 Z Z A,30028798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,10 Z Z C,30028800,0.75,0,0.94,0.03,0.24,0,0,0,0.17,0,0.49,0,AR,0.52,inf,[]
ZTRD,10 Z Z E,30028810,2.68,1.57,2.7,0.67,2.85,0.17,2.68,1.09,0.41,0.46,1.0,0.35,AR,1.75,nan,[]
ZTRD,10 Z Z H,30028811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,11 C C J,30028889,0,0.57,0,0,1.17,0.46,0.31,0.23,0.92,0.81,0,0,AR,0.74,nan,[]
ZTRD,11 X A G,30028890,0.95,0,0.19,0.42,0.5,0.15,0,0.14,0.86,0,0,0,AR,0.96,nan,[]
ZTRD,11 X B G,30028955,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,11 X X G,30028959,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,11 X Y G,30028965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.15,nan,[]
ZTRD,11 X Z G,30028974,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,12 D A B,30028976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.3,inf,[]
ZTRD,12 D A C,30028978,2.71,3.33,9.52,2.18,2.11,0,1.59,3.43,7.15,4.31,0.03,0.76,AR,2.43,inf,[]
ZTRD,12 D Z B,30028979,4.89,0,1.04,3.99,6.92,5.07,0,0.74,0,0,0,2.08,AR,7.8,nan,[]
ZTRD,14 Z Z Z,30028980,0.68,1.5,1.01,1.51,1.19,0.25,2.16,2.98,1.12,0.18,1.16,1.11,AR,1.68,inf,[]
ZTRD,B E 06,30028981,28.63,8.72,57.29,22.16,32.54,24.03,24.24,22.92,27.81,16.49,32.16,21.07,AR,27.65,66.36,[]
ZTRD,G A A A,30028983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,G A A E,30028986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,G B A A,30028995,49.15,0,101.56,0,208.83,0,432.48,0,886.97,0,1817.63,0,AR,7.32,nan,[]
ZTRD,G B A E,30028997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,G B D C,30029000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.3,inf,[]
ZTRD,S A A A,30029269,0,1.65,0,6.78,0,0.98,0.34,0,4.3,0,0.21,0.09,AR,3.77,nan,[]
ZTRD,S A E A,30029280,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1.03,0.03,0.03,AR,0.29,nan,[]
ZTRD,S B A G,30029302,0.94,0,0.02,0,0,1.05,1.72,1.27,0.29,2.03,0.31,0.08,AR,1.14,nan,[]
ZTRD,S B B G,30029311,1.51,0,0.53,0.74,0.12,0,0.88,0,0.92,0,0.41,0,AR,1.08,nan,[]
ZTRD,S B C G,30029477,0,0,0.03,0,0,0,0,0,0,0,0,0,AR,0.3,nan,[]
ZTRD,S B D G,30029802,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,S B F G,30030000,0.42,0.05,0.2,0.4,0.05,0,-0.0,1.24,0.91,0,0.03,1.09,AR,0.51,nan,[]
ZTRD,S C A E,30030002,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.29,inf,[]
ZTRD,5 B C E,30030005,0.04,1.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.02,AR,0.29,nan,[]
ZTRD,5 B I F,30030006,0,0,0.18,0,0,0,0,0,0,0,0,0,AR,0.3,nan,[]
ZTRD,5 B J C,30030007,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1.03,0.03,AR,0.29,nan,[]
ZTRD,5 B J E,30030116,1.01,0.46,0,0,0,0.69,0,0,0.21,0.11,0,0,AR,0.83,nan,[]
ZTRD,5 C F E,30030118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,5 C G E,30030119,0,1.71,0.65,0.54,0,0,0,1.17,0.06,0,3.94,0,AR,1.44,nan,[]
ZTRD,5 C G F,30030121,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,6 A B E,30030127,0,0.81,0,0,0.8,0.02,0,0.21,0,0.05,0.21,0.63,AR,0.91,nan,[]
ZTRD,6 A E E,30030218,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,AR,0.61,inf,[]
ZTRD,6 A H E,30030295,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1.03,0.03,AR,0.29,nan,[]
ZTRD,6 A X E,30030432,0.89,0,2.42,1.2,0.08,0.47,1.13,0.57,0.05,1.37,0.7,0.22,AR,1.67,inf,[]
ZTRD,6 A X F,30030575,0.04,4.09,0,0,0,0,0,0.01,0,0,0,0.65,AR,3.52,nan,[]
ZTRD,6 B A E,30030576,0,0,0.82,0,0,0.09,0,0,0,0,0,1.83,AR,0.65,nan,[]
ZTRD,6 B D E,30030578,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.0,0.0,0.0,AR,0.3,nan,[]
ZTRD,6 S Y G,30030580,0.18,1.28,0.54,0.59,0.4,0.42,0.19,0.14,0.08,0.05,0.04,0.01,AR,0.97,nan,[]
ZTRD,6 Y Y C,30030581,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.71,inf,[]
ZTRD,7 A C E,30030636,1.29,1.74,2.05,2.23,0,1.09,1.07,1.25,0.24,0.24,0.14,0.18,AR,1.17,inf,[]
ZTRD,7 A G E,30030835,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,7 A I B,30031036,0,0.02,0.01,1.05,1.05,0.09,1.13,0.09,0.1,0.09,0.08,0.07,AR,0.39,inf,[]
ZTRD,7 A I C,30031038,1.15,1.15,0.76,2.46,0,1.96,1.88,2.9,1.66,0.78,1.77,2.25,AR,1.75,nan,[]
ZTRD,7 A I E,30031042,0,0,0.07,0,0,0,0.08,0,0,0,0,0,AR,0.45,nan,[]
ZTRD,7 A I F,30031043,6.16,0,0,1.11,0.67,0,1.09,0.82,0,0.99,3.79,2.98,AR,1.58,nan,[]
ZTRD,7 A J B,30031044,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.06,0.06,AR,0.05,inf,[]
ZTRD,7 A J C,30031045,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.02,inf,[]
ZTRD,7 A J E,30031046,0.02,0,1.02,0.01,0.03,0.02,0.06,0.02,0.19,0.02,0,1.02,AR,0.41,nan,[]
ZTRD,7 A J F,30031047,0.23,0.15,0.54,0.52,0.12,0.96,0.91,0.04,0.26,0.36,0.25,1.26,AR,0.52,inf,[]
ZTRD,7 A K C,30031060,0.46,0,0.07,0.79,0,0,0,0.12,0.04,0.05,0.14,0,AR,0.52,nan,[]
ZTRD,7 A K E,30031061,0,0,0.91,2.59,2.78,2.05,2.86,0,1.36,1.76,2.36,3.97,AR,2.03,nan,[]
ZTRD,7 A K F,30031062,6.75,0,0,0.57,2.1,3.19,3.99,0,1.99,0,0,1.69,AR,10.52,422.56,[]
ZTRD,7 A L E,30031135,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2.05,AR,0.58,nan,[]
ZTRD,7 A M C,30031200,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,7 A M E,30031264,0,6.98,5.45,5.43,3.16,5.85,2.96,2.91,2.06,0,0,0,AR,4.95,nan,[]
ZTRD,7 A P B,30032023,0.53,0,0.3,0.85,0,0.02,0,0.42,0,1.51,0,0.24,AR,0.99,nan,[]
ZTRD,7 A P C,30032024,0.4,0,0,0.11,0,0.01,0,0.05,-0.0,0.77,0.03,0.03,AR,0.67,nan,[]
ZTRD,7 A P E,30032026,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.01,nan,[]
ZTRD,7 A P F,30032027,0,1.03,0.32,0.14,0.94,1.01,0.18,0.2,0.12,1.05,0.06,0.14,AR,0.58,nan,[]
ZTRD,7 A X C,30032028,2.06,0,0.9,0,0,0,0.12,0.18,0.23,0.19,0.98,0.94,AR,0.76,nan,[]
ZTRD,7 A X E,30032031,2.39,0.43,4.68,1.25,0,0,21.25,0,0,0,0,0,AR,6.79,nan,[]
ZTRD,7 A X F,30032032,0,1.57,7.15,0,0.4,1.18,2.43,0.19,0.26,0,0.36,0.27,AR,2.02,nan,[]
ZTRD,7 A Y E,30032034,0,33.39,2.62,18.27,38.85,28.45,3.7,32.75,18.44,0,1.94,3.06,AR,26.82,nan,[]
ZTRD,7 B A C,30032048,1.73,1.12,0.19,0.02,0.3,0.21,0,0.03,0.95,0,0,0.18,AR,0.7,nan,[]
ZTRD,7 B A E,30032060,0,0.44,0,0.28,0.84,0.95,0,2.41,1.07,0.99,1.78,0,AR,1.92,inf,[]
ZTRD,7 B A F,30032061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,7 B B C,30032062,1.9,0.45,0.9,0,0.12,0.69,0.22,0.09,0,0.27,0,0.19,AR,0.89,nan,[]
ZTRD,7 B B E,30032063,0.23,0.03,0,0,0.48,0,0.78,0,0.53,0.92,1.39,0.09,AR,1.51,nan,[]
ZTRD,7 B B F,30032066,0,0,0,0,0,0,0.39,0,0.19,0,0.66,0,AR,0.28,nan,[]
ZTRD,7 B C C,30032067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.3,inf,[]
ZTRD,7 B C E,30032114,457.43,68.88,375.2,325.96,375.79,345.78,261.76,275.18,143.8,248.12,490.01,211.62,AR,234.81,90.18,[]
ZTRD,7 B C F,30032115,0,0,206.6,22.66,0,0,10.95,0,10.65,0,48.33,0,AR,297.0,151.26,[]
ZTRD,7 B D E,30032172,30.6,17.7,6.78,0,0,0,8.2,30.17,6.26,16.81,33.23,13.84,AR,23.88,inf,[]
ZTRD,7 B D F,30032213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.62,inf,[]
ZTRD,7 B E E,30032214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,7 B X C,30032270,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,AR,0.32,inf,[]
ZTRD,7 B X E,30032271,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.27,nan,[]
ZTRD,7 B X F,30032549,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,7 C A E,30032551,0,0,0.02,0,0,0.94,0,0,0.01,0,0,0.03,AR,0.29,nan,[]
ZTRD,7 C A Z,30032552,0,0.21,0.05,0,0.06,0,0.04,0.06,0,-0.0,0,0,AR,0.43,nan,[]
ZTRD,7 D A C,30032553,1.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,AR,0.29,nan,[]
ZTRD,7 D A E,30032555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,7 D A F,30032564,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,7 D B E,30032585,0,0.19,0,0.01,0,0,0,0,0,0,0,0,AR,0.28,nan,[]
ZTRD,7 D B F,30032586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,7 D C B,30032614,1.8,2.85,0.43,0,0.39,0,0,0.52,0,0,0,0.2,AR,1.33,nan,[]
ZTRD,7 D C E,30032615,0.13,0.01,0,0,0.05,0.01,0.47,0.21,0.0,0.05,0.35,0.17,AR,0.88,nan,[]
ZTRD,7 D D E,30032734,0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,AR,0.29,nan,[]
ZTRD,7 D D F,30032770,0.84,0.57,0.26,0.33,1.45,0,0.14,0.98,0.23,9.73,0.43,0.45,AR,3.14,nan,[]
ZTRD,7 D X E,30032860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,7 D X F,30033172,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,7 X X C,30033174,-0.0,0,0.02,0,0,0,0.1,0,0.03,0,0.01,0.13,AR,0.29,nan,[]
ZTRD,7 X X E,30033263,3.48,0,3.45,3.96,2.93,4.71,3.19,4.76,0.81,6.83,4.36,1.45,AR,4.53,inf,[]
ZTRD,7 X X F,30033274,4.51,8.22,0.36,0,0,0.02,0.89,0,0,0,0.68,0,AR,4.09,inf,[]
ZTRD,7 Y A E,30033345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.3,inf,[]
ZTRD,7 Y A F,30033346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,7 Y Y C,30033350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,8 A D B,30033452,0.12,1.1,0.2,0,0,0.08,0,0,0,0,0.15,0,AR,0.47,nan,[]
ZTRD,8 A D C,30033458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,8 A D E,30033468,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,8 A D F,30033469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.3,inf,[]
ZTRD,8 A G B,30033470,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,8 A G C,30033485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,8 A G E,30033703,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,8 A G F,30033704,0.53,0,0,0,0,0.6,0.11,0.39,0.32,1.56,-0.0,0,AR,0.92,nan,[]
ZTRD,8 A K E,30033759,0,0.29,0.18,0,0,0,0,0,0,0,0,0.21,AR,0.41,nan,[]
ZTRD,8 A K F,30033827,0,2.55,0,0,0.57,0.78,0,1.92,0.46,0,1.32,0.79,AR,2.04,nan,[]
ZTRD,8 A L E,30033828,0,1.06,1.52,0,1.16,1.49,0,2.2,1.43,0,1.4,1.14,AR,2.39,nan,[]
ZTRD,8 A M E,30033829,2.0,0.0,2.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,AR,0.41,nan,[]
ZTRD,8 A N E,30033830,0,0.33,0.28,0,0.02,0.14,0.29,0.22,0,0,0,0,AR,0.69,nan,[]
ZTRD,8 A X B,30033831,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,8 A X C,30033835,0,0.31,2.82,1.7,1.6,0,0.25,1.56,3.04,3.16,0,0,AR,1.35,nan,[]
ZTRD,8 A X E,30033837,0,0,0.18,0.18,1.18,1.86,0.84,0.09,0.07,0.11,0.1,0.1,AR,149.64,nan,[]
ZTRD,8 A X F,30033838,0,0.44,0.19,0,0.35,0,0,0.51,0.46,0,0.05,0,AR,1.52,nan,[]
ZTRD,8 B B E,30033839,5.76,0,16.08,0,12.47,18.43,8.61,10.59,4.4,14.06,5.46,6.32,AR,7.33,inf,[]
ZTRD,8 B C E,30033841,2.0,0.58,0,0,0.04,1.05,1.74,0.24,0,0.1,0.66,0,AR,1.11,nan,[]
ZTRD,8 B X B,30033842,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,8 B X C,30033845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,8 B X E,30033846,1.44,3.02,1.54,0,6.9,0,1.0,0.74,0.01,1.28,0.44,0,AR,3.63,inf,[]
ZTRD,8 B X F,30033847,0.46,0.05,0.03,0.11,0.21,0.11,0.89,0.05,0.71,0.03,0,0.02,AR,0.81,nan,[]
ZTRD,8 C B A,30033849,0.45,0,1.05,0,0,2.9,0,0,0,0,0,0.95,AR,1.56,inf,[]
ZTRD,8 C B B,30033912,0.01,-0.0,-0.0,0,-0.0,0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,AR,9.57,inf,[]
ZTRD,8 C B C,30033939,5.72,1.71,4.51,5.43,1.48,4.29,0,2.7,3.07,4.42,5.22,0.5,AR,2.41,inf,[]
