Ship pt,Product Hierarchy,Part Number,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Algorithm,RMSE,MAPE,Parameters
ZTRD,5 D A E,20736658,0,0,0.05,0,0.53,0.01,0.04,1.94,0.04,0,0,0.03,AR,0.63,nan,[]
ZTRD,5 D A F,20736759,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,5 D B E,20737303,0,0.23,1.69,0,0.02,0,3.76,0,0.38,9.18,0.42,0.29,AR,2.94,nan,[]
ZTRD,5 D B F,20737494,0,0,0.01,0,0.05,0,0,0,1.02,0,0.0,0,AR,0.41,nan,[]
ZTRD,5 D C C,20737945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,1.22,inf,[]
ZTRD,5 D C E,20738439,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,5 D D E,20738719,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,5 D D F,20738723,0,0,1.71,0,0,0,5.71,8.26,3.14,4.73,2.44,2.07,AR,3.7,nan,[]
ZTRD,5 D X C,20738725,0,2.74,6.23,24.6,2.07,0,0,0.79,8.75,5.3,13.5,2.02,AR,10.23,nan,[]
ZTRD,5 D X E,20738819,0.07,1.13,0,0.33,0.09,0.32,0,2.06,0.02,0.2,0,2.03,AR,0.9,nan,[]
ZTRD,5 D X F,20739032,0.03,0.03,0.03,0.03,1.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,AR,0.29,nan,[]
ZTRD,5 X X C,20739046,0.06,0.06,0.06,0.05,0.05,0.05,2.05,0.05,0.05,0.05,0.05,0.05,AR,0.58,nan,[]
ZTRD,5 X X E,20739173,1.05,0.11,0,0,0.97,0.01,0.02,0.0,0,0.01,0.0,0,AR,0.73,inf,[]
ZTRD,5 X X F,20739175,0.03,0.03,0.63,0.06,0.04,0.66,0.04,0.03,0.23,0.01,0.01,0,AR,0.48,nan,[]
ZTRD,5 Y A C,20739256,5.94,5.94,2.82,1.93,50.95,0.69,2.01,1.17,2.62,2.08,3.97,1.46,AR,14.45,nan,[]
ZTRD,5 Y A E,20739418,0.12,0.14,0.31,1.0,0.87,0.86,0,1.08,0,0.83,0.81,1.06,AR,0.54,nan,[]
ZTRD,5 Y A F,20739419,0.32,0.03,1.05,0.22,0.03,0.09,0.05,1.05,0.32,1.05,1.15,0.07,AR,0.4,nan,[]
ZTRD,5 Y Y C,20739429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,5 Y Y E,20739470,0.01,0.02,1.03,1.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,AR,0.41,nan,[]
ZTRD,6 A C C,20739626,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,6 A C F,20739717,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.29,nan,[]
ZTRD,6 A D B,20739788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,6 A D C,20740019,0,0.01,0.14,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0,0.02,AR,0.71,nan,[]
ZTRD,6 A D E,20740556,1.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,AR,0.29,nan,[]
ZTRD,6 A D F,20973982,0,1.62,0,0,0,0,0,0,0,0,0,0,AR,1.79,inf,[]
ZTRD,6 A G B,253-0006,1.14,0.23,0.02,0,0,0,4.91,0,7.9,1.42,7.42,1.59,AR,1.53,inf,[]
ZTRD,6 A G C,253-0007,6.15,1.1,2.56,0.51,0.84,0,0.93,0,7.34,0.22,18.67,2.54,AR,2.08,inf,[]
ZTRD,6 A G E,253-0023-SP,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,10.26,0.26,AR,2.89,nan,[]
ZTRD,6 A G F,253-0038-SP,0,0,20.25,15503.13,76592.65,0,0,0,931852.32,240617757.47,1173390037.63,0,AR,1.47,nan,[]
ZTRD,6 A K E,253-0105,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,10.26,AR,2.89,nan,[]
ZTRD,6 A K F,253-1160,0,552.77,0,1156.92,1131.82,171.34,0,187.6,1492.82,0,2974.86,179649.86,AR,1.35,nan,[]
ZTRD,6 A L E,253-2003,0.49,0,0,0,24.53,0,109.56,0,120.51,0,0,0,AR,3.5,nan,[]
ZTRD,6 A M E,278-0013,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,6.15,0.15,AR,1.73,nan,[]
ZTRD,6 A N E,278-0016,0,0,6.2,0.25,0,6.93,0.97,0,2.41,2.3,0,1.16,AR,4.91,nan,[]
ZTRD,6 A X B,278-0035-SP,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2.05,AR,0.58,nan,[]
ZTRD,6 A X C,278-0060,0,0,43.45,20298.02,79952.03,0,0,0,520269.31,82550915.63,319690431.93,0,AR,5.95,nan,[]
ZTRD,6 A X D,278-0300,0,6.22,0,3.97,0,0,7.71,0,4.9,0,0,9.53,AR,1.85,nan,[]
ZTRD,6 A X E,279-0009,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,5.13,0.13,0.13,AR,1.44,nan,[]
ZTRD,6 A X F,279-0013,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1.03,0.03,0.03,0.03,AR,0.29,nan,[]
ZTRD,6 B B E,279-0017,0,1.97,1.97,0,0,1.9,2.91,0.91,0,1.75,4.76,2.77,AR,0.58,nan,[]
ZTRD,6 B X C,279-0018,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1.03,AR,0.29,nan,[]
ZTRD,6 B X E,279-0021,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,AR,0.41,nan,[]
ZTRD,6 B X F,279-0022,1.63,1.3,1.03,1.0,2.04,4.92,4.92,4.51,10.38,7.62,10.68,10.69,AR,0.91,nan,[]
ZTRD,6 C B C,279-0023,86.42,247.93,0,160.88,7445.51,20462.58,0,20127.07,640451.7,1687307.06,0,2258996.68,AR,0.96,nan,[]
ZTRD,6 C C A,288-0001,0.03,0,0.03,0.09,0.09,0.09,0.11,1.11,0.11,0.04,1.04,0.05,AR,0.41,nan,[]
ZTRD,6 C C E,288-0006,2.24,2.99,1.07,5.19,0.37,6.61,3.17,6.45,6.97,4.77,11.25,3.72,AR,1.38,nan,[]
ZTRD,6 C D C,289-0004,3.93,0,0,5.94,1.8,0,3.82,12.55,0,0.51,19.39,9.59,AR,0.76,nan,[]
ZTRD,6 C X E,30000005,3.15,0.04,0.93,0.38,3.55,2.38,2.37,1.21,0.51,1.46,3.36,1.24,AR,1.6,inf,[]
ZTRD,6 D A A,30000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,6 D A E,30000022,3.0,0.05,7.23,2.15,5.73,1.71,3.4,6.43,1.87,0,1.14,6.31,AR,9.93,inf,[]
ZTRD,6 X A A,30000031,0,0,0.02,1.0,0.01,0.05,0.05,0,0,0.05,0.07,0.05,AR,0.33,nan,[]
ZTRD,6 X A C,30000032,0.16,0.2,0,0,0,2.46,0.03,0.18,0.06,0.18,0.13,0,AR,1.04,nan,[]
ZTRD,6 X A E,30000035,3.77,5.98,11.81,5.57,5.28,10.39,7.45,9.01,4.38,10.33,0,5.94,AR,13.22,inf,[]
ZTRD,6 X B A,30000040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,6 X B C,30000117,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,6 X B E,30000120,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,AR,0.0,nan,[]
ZTRD,6 X B F,30000122,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.03,nan,[]
ZTRD,6 X C C,30000123,0,0,0.94,0,0,0,0,0,0,0,0,0,AR,0.29,nan,[]
ZTRD,6 X C E,30000125,0.45,0,2.36,0,2.69,31.78,0,4.02,0,7.78,10.3,5.08,AR,5.73,inf,[]
ZTRD,6 X D A,30000128,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,6 X D C,30000129,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,6 X X C,30000133,0.08,0,0,0,0,1.72,0,0,0,0,1.88,0,AR,2.41,nan,[]
ZTRD,6 X X E,30000134,2.71,0,0.07,0,0,0,0,0,0,0,0.34,0,AR,1.22,nan,[]
ZTRD,6 X X F,30000136,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,6 X X G,30000153,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,6 Y Y C,30000164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,6 Z Z A,30000165,0,0,0,0.01,0.85,0.07,0,0,0,0,0.02,0,AR,0.36,nan,[]
ZTRD,6 Z Z B,30000168,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.17,nan,[]
ZTRD,6 Z Z C,30000169,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.03,nan,[]
ZTRD,6 Z Z E,30000254,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.12,nan,[]
ZTRD,7 B X C,30000255,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,7 E A C,30000257,0,0,0,0.01,0,0,0.77,0,0,0,0,0,AR,1.46,inf,[]
ZTRD,7 X X C,30000258,0,0,0,0,0.93,0,0,0,0,0,0,0,AR,0.32,nan,[]
ZTRD,7 Y Y C,30000283,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.01,nan,[]
ZTRD,8 A A C,30000300,0.03,0.03,0.02,0.02,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,AR,0.01,inf,[]
ZTRD,8 A D C,30000323,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,8 A D E,30000324,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.29,nan,[]
ZTRD,8 A E C,30000325,0.01,1.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.28,nan,[]
ZTRD,8 A E E,30000333,0,0,0.51,0.64,0.28,0,0.73,2.41,0,0,0,0,AR,1.44,nan,[]
ZTRD,8 A E F,30000343,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,8 A X C,30000361,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2.05,0.05,0.05,AR,0.58,nan,[]
ZTRD,8 A X E,30000373,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,8 S W E,30000390,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,8 X X E,30000397,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,8 Z Z A,30000404,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,8 Z Z C,30000405,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,8 Z Z E,30000407,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,8 Z Z H,30000411,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,9 C C J,30000415,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,AR,0.0,nan,[]
ZTRD,9 X A G,30000416,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,AR,0.0,nan,[]
ZTRD,9 X B G,30000422,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,9 X X G,30000432,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,9 X Y G,30000434,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,9 X Z G,30000438,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,10 D A B,30000444,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,AR,0.02,inf,[]
ZTRD,10 D A C,30000446,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,10 D Z B,30000449,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,12 Z Z Z,30000456,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,B E 04,30000457,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,G A A A,30000459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,G A A E,30000463,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,G B A A,30000468,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,G B A E,30000470,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,G B D C,30000472,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,S A A A,30000475,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,S A E A,30000477,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,S B A G,30000483,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,S B B G,30000488,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,AR,0.0,nan,[]
ZTRD,S B C G,30000489,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,S B D G,30000497,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,S B F G,30000498,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,S C A E,30000501,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,3 B C E,30000505,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,3 B I F,30000507,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,3 B J C,30000510,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,AR,0.0,nan,[]
ZTRD,3 B J E,30000512,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,3 C F E,30000527,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,3 C G E,30000528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,3 C G F,30000529,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,4 A B E,30000532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,4 A E E,30000588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,4 A H E,30000627,413.52,0,738.3,0,213.21,700.84,255.25,51.76,511.81,116.42,367.17,0,AR,372.08,161.09,[]
ZTRD,4 A X E,30000629,316.59,298.57,300.91,392.54,248.36,520.47,683.68,183.23,321.58,375.03,633.47,298.75,AR,225.89,73.16,[]
ZTRD,4 A X F,30000630,811.63,0,551.22,631.4,657.1,1978.39,608.3,1148.0,1478.83,807.19,1045.17,778.2,AR,504.1,119.33,[]
ZTRD,4 B A E,30000631,700.1,522.84,1002.53,685.69,810.14,1528.02,1461.02,709.51,1736.67,1346.19,1626.63,930.41,AR,507.32,38.52,[]
ZTRD,4 B D E,30000712,0,0,0,0,0,0,0,0,0,0,0,0,AR,1.04,nan,[]
ZTRD,4 S Y G,30000718,0,0,0,0,0,0,0,0,0,0,0,0,AR,1.81,nan,[]
ZTRD,4 Y Y C,30000719,0.24,0,0,0,0,0.03,0,0,0,0,0,0,AR,0.29,nan,[]
ZTRD,5 A C E,30000722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,5 A G E,30000734,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,5 A I B,30000735,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,5 A I C,30000737,0,0,0,0,0,0,0.91,0.13,1.08,0.1,0.15,0.04,AR,0.41,nan,[]
ZTRD,5 A I E,30000739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,5 A I F,30000741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,5 A J B,30000742,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,5 A J C,30000743,0,0.11,0.15,0,0.1,0,1.91,0.02,-0.0,0.02,0,0,AR,0.48,nan,[]
ZTRD,5 A J E,30000744,0,0,0,0,0,1.13,2.06,0,0,0,0,0,AR,0.66,nan,[]
ZTRD,5 A J F,30000745,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.06,nan,[]
ZTRD,5 A K C,30000747,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,5 A K E,30000748,0.27,0,0,0.19,0.03,0,0.17,0.13,0.06,0,0,0.16,AR,0.35,nan,[]
ZTRD,5 A K F,30000749,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,AR,0.0,nan,[]
ZTRD,5 A L E,30000750,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,5 A M C,30000752,0.45,0.29,0,0.17,0.07,0,0.97,0.1,0,0.11,0.05,0,AR,0.5,nan,[]
ZTRD,5 A M E,30000755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.3,inf,[]
ZTRD,5 A P B,30000756,0.0,0,0,0,0,0,0.03,0,0,0,0,0,AR,1.15,nan,[]
ZTRD,5 A P C,30000757,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,5 A P E,30000760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,5 A P F,30000761,0.05,0.06,0,0.04,0,0,0,0,0,0,0,0,AR,0.33,nan,[]
ZTRD,5 A X C,30000762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,5 A X E,30000765,0,0,0.13,0,0,0.2,0,0,0.05,0,0,0,AR,1.07,nan,[]
ZTRD,5 A X F,30000767,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,5 A Y E,30000769,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,5 B A C,30000770,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,AR,0.0,nan,[]
ZTRD,5 B A E,30000773,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.29,nan,[]
ZTRD,5 B A F,30000774,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,AR,0.0,nan,[]
ZTRD,5 B B C,30000775,0.61,0.46,0.74,1.31,0.16,0,0.26,1.46,0.81,0.88,0.33,0.21,AR,0.61,nan,[]
ZTRD,5 B B E,30000776,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,5 B B F,30000777,0.11,0.56,0,0.29,0,0,0.15,0,0,0.13,0,0.14,AR,0.87,nan,[]
ZTRD,5 B C C,30000780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,5 B C E,30000782,0,1.36,0.01,0.78,0.98,0,0,1.62,0.46,0.09,0.37,0,AR,1.68,nan,[]
ZTRD,5 B C F,30000783,0.03,0.03,1.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.03,AR,0.29,nan,[]
ZTRD,5 B D E,30000785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,5 B D F,30000788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,5 B E E,30000812,5.81,0.45,1.31,2.38,1.81,1.11,8.42,1.05,2.54,0,0,7.9,AR,3.12,nan,[]
ZTRD,5 B X C,30000839,0.85,0.62,0,0,0,0,0,0,0,0.61,0.5,0,AR,1.41,nan,[]
ZTRD,5 B X E,30000840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.3,inf,[]
ZTRD,5 B X F,30000841,0.06,0.02,0,0,0,0,0,0,0,0,0,0,AR,0.58,nan,[]
ZTRD,5 C A E,30000842,0.55,0.3,0.35,0.73,0.76,0.71,0,0.87,0.42,0.59,0.39,0.47,AR,0.54,nan,[]
ZTRD,5 C A Z,30000843,0,1.67,0,0,0,0,1.29,0.54,0,0,0.87,0.74,AR,1.0,nan,[]
ZTRD,5 D A C,30000848,0,0,0.23,0,0,2.93,0.0,1.07,0.76,0,0.92,0,AR,1.01,nan,[]
ZTRD,5 D A E,30000850,1.72,0.11,0,0.36,0.28,1.27,1.07,0.06,0,0.07,0.39,1.16,AR,0.5,nan,[]
ZTRD,5 D A F,30000854,20.13,2.06,37.54,22.75,13.26,11.44,27.5,11.97,19.14,8.73,31.66,6.07,AR,21.1,107.01,[]
ZTRD,5 D B E,30000855,0.9,0,0,0,1.48,0.9,1.56,0.75,0.8,0,2.14,1.34,AR,1.35,nan,[]
ZTRD,5 D B F,30000857,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,AR,0.61,inf,[]
ZTRD,5 D C B,30000858,0.36,0.52,0.15,0.1,0.1,0.06,0.03,1.03,0.01,0.02,0.01,0,AR,1.31,nan,[]
ZTRD,5 D C E,30000859,0,0,0,0,-0.0,1.04,0,0,0,0,0,0,AR,0.4,nan,[]
ZTRD,5 D D E,30000860,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.24,nan,[]
ZTRD,5 D D F,30000865,0.03,0.03,0.03,0.03,0.03,0.03,1.03,0.03,0.03,0.03,0.03,0.03,AR,0.29,nan,[]
ZTRD,5 D X E,30000866,2.49,1.76,0,1.29,3.74,0.28,3.91,1.69,2.28,1.55,0.62,1.94,AR,2.19,inf,[]
ZTRD,5 D X F,30000867,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,AR,0.3,inf,[]
ZTRD,5 X X C,30000870,0.04,0,0,0,0,0,0,0,0,0,0,0,AR,0.86,nan,[]
ZTRD,5 X X E,30000871,0,0.26,0,1.27,0.29,1.04,1.11,0,0.13,0.37,2.02,1.07,AR,0.86,nan,[]
ZTRD,5 X X F,30000872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,5 Y A E,30000874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,5 Y A F,30000884,0.46,0.08,0,1.33,1.76,0.79,1.78,0.85,2.28,0.31,0,0,AR,0.92,nan,[]
ZTRD,5 Y Y C,30000886,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,6 A D B,30000887,0.07,0,0,0,0,0.01,0,0.58,0,0,0,0,AR,1.0,nan,[]
ZTRD,6 A D C,30000892,0,0.18,0.05,1.21,0.38,0,0,0.38,0,0.87,0.16,0.09,AR,0.53,nan,[]
ZTRD,6 A D E,30000894,0.03,0.03,0.03,0.03,1.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,AR,0.29,nan,[]
ZTRD,6 A D F,30000896,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,6 A G B,30000903,2.68,0.93,1.64,0,1.24,1.19,1.74,0.1,0,0.54,0,0,AR,2.2,nan,[]
ZTRD,6 A G C,30000904,0.09,0.02,0.25,0,0,0,0.11,0.02,0.06,0.13,0,0,AR,0.4,nan,[]
ZTRD,6 A G E,30000905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.3,inf,[]
ZTRD,6 A G F,30000906,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,6 A K E,30000908,5.52,0,5.89,4.34,5.12,4.94,3.4,1.64,2.89,5.52,5.01,3.55,AR,3.23,inf,[]
ZTRD,6 A K F,30000911,48.18,34.65,49.72,51.74,55.84,50.86,50.52,6.96,40.79,35.26,29.14,38.9,AR,20.68,60.78,[]
ZTRD,6 A L E,30000929,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,6 A M E,30001594,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,AR,0.0,nan,[]
ZTRD,6 A N E,30001626,1.66,0.33,0,0,0,1.67,0.7,5.64,0,0,3.6,0,AR,2.87,nan,[]
ZTRD,6 A X B,30001627,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.23,nan,[]
ZTRD,6 A X C,30001789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,6 A X E,30001790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,6 A X F,30001924,-0.0,-0.0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,AR,0.14,nan,[]
ZTRD,6 B B E,30002015,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,6 B C E,30002292,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,6 B X B,30002427,0.02,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,AR,0.12,inf,[]
ZTRD,6 B X C,30002468,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.46,nan,[]
ZTRD,6 B X E,30002693,0,1.43,0.93,2.45,2.37,0.43,0.46,0.37,3.0,4.21,2.36,0,AR,1.31,nan,[]
ZTRD,6 B X F,30002854,0.41,0,0,0.04,0,0,0,0,0,0,0,0,AR,1.26,nan,[]
